id,FRAUDE,VALOR,HORA_AUX,Dist_max_NAL,Canal1,FECHA,COD_PAIS,CANAL,DIASEM,DIAMES,FECHA_VIN,OFICINA_VIN,SEXO,SEGMENTO,EDAD,INGRESOS,EGRESOS,NROPAISES,Dist_Sum_INTER,Dist_Mean_INTER,Dist_Max_INTER,NROCIUDADES,Dist_Mean_NAL,Dist_HOY,Dist_sum_NAL
2751645809,1,190613.92,20,1,ATM_INT,20150508,EC,ATM_INT,5,8,19990301,113,F,Personal Plus,53,2300000,500000,1,,,,1,,904.81,1
315199626,0,191020.09,17,294.4,POS,20150502,EC,POS,6,2,19990830,879,M,PYME,71,503916000,483083000,2,4175.65,1043.91,1043.91,4,200.95,904.81,2612.33
575199626,0,191020.09,17,294.4,POS,20150502,EC,POS,6,2,19990830,879,M,PYME,71,503916000,483083000,2,4175.65,1043.91,1043.91,4,200.95,904.81,2612.33
3479656004,0,191103.04,19,123.61,POS,20150505,US,POS,2,5,19960730,178,M,Preferencial,41,20000000,5000000,1,,,,3,56.74,4552.41,340.46
3443499478,0,191259.07,11,9.34,POS,20150504,US,POS,1,4,19900817,267,F,Personal Plus,48,1800000,400000,2,9104.82,4552.41,4552.41,2,9.34,4552.41,18.68
5243499478,0,191259.07,11,9.34,POS,20150504,US,POS,1,4,19900817,267,F,Personal Plus,48,1800000,400000,2,9104.82,4552.41,4552.41,2,9.34,4552.41,18.68
2421323525,1,1916019.54,20,243.62,POS,20150530,US,MCI,6,30,19781218,738,F,Personal Plus,80,8500000,2000000,1,,,,4,54.52,4552.41,599.68
7866763163,0,191824.04,20,453.85,ATM_INT,20150504,UY,ATM_INT,1,4,19901024,66,F,Personal Plus,43,3078000,1900000,1,,,,4,262.38,4446,3410.99
7834042926,0,191875.01,21,1,POS,20150516,US,POS,6,16,20061219,60,F,Personal Plus,59,4000000,0,1,,,,1,,4552.41,1
8713483011,1,1919055.27,21,399.63,POS,20150529,US,MCI,5,29,19850725,834,M,Personal Plus,48,15000000,5000000,2,9104.82,4552.41,4552.41,4,140.31,4552.41,982.18
8298668239,0,192032.18,20,23.59,POS,20150530,US,MCI,6,30,20080603,29,M,Personal Plus,36,3805114,800000,1,,,,4,13.15,4552.41,105.21
3610027282,0,19235.03,16,243.62,POS,20150516,US,POS,6,16,19961204,116,M,Preferencial,39,20500000,5000000,1,,,,5,157.33,4552.41,3461.37
3566999422,0,192466.09,14,160.57,POS,20150527,US,POS,3,27,19970318,808,F,Personal Plus,38,3825000,0,2,18209.64,4552.41,4552.41,3,31.14,4552.41,965.22
9579981102,0,193217.06,20,1,POS,20150529,US,POS,5,29,20030303,571,M,Personal Plus,36,2500000,1500000,1,,,,1,,4552.41,1
2143203434,0,193375.08,15,314.13,POS,20150524,US,POS,0,24,20030613,319,F,Personal Plus,35,5738980,1000000,2,9104.82,4552.41,4552.41,4,73.46,4552.41,881.5
8363329763,0,1934748.19,18,733.11,POS,20150519,US,MCI,2,19,19910405,20,F,Personal Plus,49,3500000,1000000,1,,,,5,31.05,4552.41,2608.12
4922655718,0,193623.09,15,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
7122655718,0,193623.09,15,61.45,POS,20150501,US,POS,5,1,20020924,434,F,Personal Plus,33,1595993,150000,1,,,,2,61.45,4552.41,122.9
1242108697,0,193684.85,18,178.36,POS,20150519,US,MCI,2,19,19980420,73,F,Preferencial,41,9028495,1000000,1,,,,4,64.64,4552.41,517.11
2971750441,0,193712.04,16,996.19,POS,20150505,US,POS,2,5,19961018,245,M,Preferencial,40,14162230,2500000,1,,,,7,95.34,4552.41,2669.56
1216782603,0,194021.29,17,304.29,POS,20150501,US,MCI,5,1,19950804,737,M,Preferencial,45,7663500,8000000,2,4886.27,2443.14,2443.14,2,304.29,4552.41,608.58
3616782603,0,194021.29,17,304.29,POS,20150501,US,MCI,5,1,19950804,737,M,Preferencial,45,7663500,8000000,2,4886.27,2443.14,2443.14,2,304.29,4552.41,608.58
3380513117,0,194432.08,13,1,POS,20150519,US,POS,2,19,20040213,202,M,Emprendedor,41,5000000,5000000,1,,,,1,,4552.41,1
2842883556,0,194843.86,19,23.59,POS,20150515,US,MCI,5,15,19791220,19,F,PYME,50,867000000,842000000,1,,,,2,23.59,4552.41,235.86
852779428,1,19486.85,2,1,POS,20150529,US,MCI,5,29,20050627,932,F,Personal Plus,31,5040000,200000,1,,,,1,,4552.41,1
9519293571,1,194931.09,9,733.11,POS,20150529,US,POS,5,29,20100521,122,M,Personal Plus,60,5700000,800000,1,,,,4,331.22,4552.41,1987.33
5143461873,0,194978.53,19,243.62,POS,20150520,US,MCI,3,20,19980511,344,F,Personal Plus,36,3247000,500000,1,,,,4,86.88,4552.41,521.27
10072150888,0,194989.28,9,659.13,POS,20150518,US,MCI,1,18,19860506,963,M,Preferencial,47,84783895,10000000,7,46220.19,3301.44,9329.04,4,325.62,4552.41,1953.74
8942108697,0,195350.59,22,178.36,POS,20150519,US,MCI,2,19,19980420,73,F,Preferencial,41,9028495,1000000,1,,,,4,64.64,4552.41,517.11
7676311037,0,195399.68,21,170.2,POS,20150517,EC,MCI,0,17,20001219,381,M,Preferencial,45,24706250,4000000,1,,,,3,129.55,904.81,647.73
338125144,0,195716.19,21,243.62,POS,20150530,US,MCI,6,30,20110919,611,M,Preferencial,36,19000000,11000000,2,3387.47,1693.74,1693.74,7,114.82,4552.41,2296.37
4780076946,0,1963271.98,18,236.08,POS,20150503,US,MCI,0,3,20070316,963,M,Personal Plus,29,5100000,1200000,1,,,,4,130.26,4552.41,521.05
5980076946,0,1963271.98,18,236.08,POS,20150503,US,MCI,0,3,20070316,963,M,Personal Plus,29,5100000,1200000,1,,,,4,130.26,4552.41,521.05
766759733,0,196847.11,1,173.36,POS,20150509,US,MCI,6,9,19911219,158,M,Preferencial,56,30318000,11500000,5,19067.72,2723.96,4552.41,4,84.11,4552.41,672.87
141571076,0,196976.44,19,1,POS,20150513,US,MCI,3,13,19800411,43,F,Personal Plus,62,3000000,2000000,2,971.23,971.23,971.23,1,,4552.41,1
4380228954,1,197005.88,23,23.31,ATM_INT,20150504,US,ATM_INT,1,4,20030507,46,M,Personal Plus,35,1200000,500000,1,,,,2,23.31,4552.41,46.62
7216355013,0,197040.47,23,304.29,POS,20150519,US,MCI,2,19,19960619,874,M,Preferencial,54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
7371374094,0,197468.58,19,523.1,POS,20150503,US,MCI,0,3,19990827,16,M,Preferencial,34,6440000,4370000,5,15328.29,2189.76,4552.41,13,164.76,4552.41,7578.74
7871374094,0,197468.58,19,523.1,POS,20150503,US,MCI,0,3,19990827,16,M,Preferencial,34,6440000,4370000,5,15328.29,2189.76,4552.41,13,164.76,4552.41,7578.74
8843626489,0,1975539.46,21,243.62,POS,20150513,US,MCI,3,13,19960429,375,F,Personal Plus,39,6500000,4000000,4,61592.78,5132.73,8455.65,8,22.79,4552.41,979.95
1680133728,0,19756.05,17,179.83,POS,20150503,US,POS,0,3,20041020,582,M,Personal Plus,33,3300000,2800000,1,,,,2,179.83,4552.41,359.65
2680133728,0,19756.05,17,179.83,POS,20150503,US,POS,0,3,20041020,582,M,Personal Plus,33,3300000,2800000,1,,,,2,179.83,4552.41,359.65
312746394,0,197788.04,15,261.22,POS,20150521,EC,POS,4,21,20121017,74,M,Personal,36,800000,300000,1,,,,2,261.22,904.81,1567.33
2952201621,0,197970.01,7,294.43,POS,20150501,US,POS,5,1,20060202,652,F,Personal Plus,42,3166689,300000,1,,,,2,294.43,4552.41,588.86
4652201621,0,197970.01,7,294.43,POS,20150501,US,POS,5,1,20060202,652,F,Personal Plus,42,3166689,300000,1,,,,2,294.43,4552.41,588.86
7052992631,0,198104.05,19,1,POS,20150520,US,MCI,3,20,20090121,304,F,Personal Plus,32,4765000,200000,1,,,,1,,4552.41,1
3141951650,1,198879.48,21,1,ATM_INT,20150509,US,ATM_INT,6,9,20070402,69,F,Emprendedor,33,2500000,1200000,1,,,,1,,4552.41,1
1671277743,0,198980.01,5,340.09,POS,20150515,CA,POS,5,15,20011022,274,M,Personal Plus,32,1700000,700000,1,,,,7,97.57,8199.08,1366.01
380774258,0,199233.85,22,78.34,POS,20150503,US,MCI,0,3,20070910,354,M,Personal Plus,29,5000000,2000000,3,9056.17,1811.23,3481.3,2,78.34,9334.84,313.35
9080774258,0,199233.85,22,78.34,POS,20150503,US,MCI,0,3,20070910,354,M,Personal Plus,29,5000000,2000000,3,9056.17,1811.23,3481.3,2,78.34,9334.84,313.35
1643221265,0,1993518.1,20,1,POS,20150520,US,MCI,3,20,19980722,319,F,Personal Plus,36,1877000,0,1,,,,1,,4552.41,1
5732244179,0,199553.53,22,12.12,POS,20150529,US,MCI,5,29,20020613,342,F,Personal Plus,31,16000000,800000,1,,,,2,12.12,4552.41,24.25
1007692230,0,199773.04,17,273.51,POS,20150511,US,POS,1,11,19970227,702,M,Preferencial,42,13200000,7000000,1,,,,3,234.44,4552.41,4923.19
8672274585,0,19993.61,0,698.52,POS,20150526,US,MCI,2,26,20031023,248,M,Emprendedor,32,5000000,3000000,1,,,,2,698.52,4552.41,2794.09
7619401367,0,20014064.66,23,659.13,POS,20150522,CU,MCI,5,22,19840501,18,M,Personal Plus,0,170473000,122578000,4,22346.67,3192.38,4552.41,2,659.13,2128.97,659.13
4615388284,0,20039.05,20,330.51,POS,20150524,US,POS,0,24,20020128,935,M,Personal Plus,31,4000000,2000000,1,,,,7,73.32,4552.41,1613.14
4198552025,0,200410.71,21,10.34,POS,20150506,US,MCI,3,6,19971016,344,M,Personal Plus,45,3600000,1300000,1,,,,2,10.34,4552.41,20.67
3814609160,0,200489.42,19,19.67,POS,20150526,US,MCI,2,26,20020115,61,M,Personal Plus,31,4000000,1500000,1,,,,2,19.67,4552.41,39.35
7552172056,0,200895.04,12,304.29,POS,20150522,US,POS,5,22,19970326,627,F,Personal Plus,42,2000000,0,1,,,,5,115.79,4552.41,1273.74
6594501917,1,2011942.01,20,659.13,POS,20150523,US,POS,6,23,20130514,627,M,Preferencial,38,25000000,1000000,3,12492.29,3123.07,4552.41,8,256.86,4552.41,3852.95
4852154199,0,2015596.45,20,1,POS,20150523,US,MCI,6,23,20060901,174,F,Personal Plus,41,3900000,1500000,1,,,,1,,4552.41,1
2672179499,0,202191.08,18,777.18,POS,20150513,US,POS,3,13,19990812,506,M,Personal Plus,43,12000000,6000000,1,,,,7,329.82,4552.41,3298.18
3571691350,0,202393.08,15,340.09,POS,20150507,US,POS,4,7,19991203,600,M,Preferencial,47,14264000,3000000,3,20435.63,2919.38,4552.41,8,77.04,4552.41,3312.82
1941928560,1,202521.36,21,118.62,ATM_INT,20150508,US,ATM_INT,5,8,20050401,865,F,Personal Plus,41,3500000,2000000,4,5752.54,1917.51,2559.53,4,64.49,4552.41,257.95
7372284933,0,202604.08,15,733.11,POS,20150518,US,POS,1,18,20070103,248,M,Personal Plus,31,8000000,1500000,1,,,,7,197.69,4552.41,4349.19
4432734782,0,202853.45,20,662.36,POS,20150524,US,MCI,0,24,19950716,477,F,PYME,44,7000000,5000000,3,50214.68,4184.56,4552.41,3,644.59,4690.58,2578.35
9643626284,0,202911.3,12,340.09,POS,20150522,US,MCI,5,22,20020730,267,F,Personal Plus,39,11156147,2500000,2,9104.82,4552.41,4552.41,6,108.11,4552.41,2162.19
3670084416,0,202987.67,0,243.62,POS,20150520,US,MCI,3,20,19900701,5,M,Preferencial,57,21850000,5000000,3,9964.44,2491.11,3308.02,3,118.93,4552.41,1070.37
1743454595,0,203223.09,16,188.55,POS,20150503,US,POS,0,3,20110204,553,F,Personal Plus,32,2797638,500000,1,,,,4,83.97,4552.41,419.86
7743454595,0,203223.09,16,188.55,POS,20150503,US,POS,0,3,20110204,553,F,Personal Plus,32,2797638,500000,1,,,,4,83.97,4552.41,419.86
2379592548,0,203273.09,16,1,POS,20150517,US,POS,0,17,20030731,193,M,Personal Plus,42,4500000,2500000,1,,,,1,,4552.41,1
8871746727,0,203486.17,21,243.62,POS,20150519,US,MCI,2,19,19950127,344,M,Preferencial,40,23000000,10000000,1,,,,3,163.01,4552.41,489.03
8341374709,1,204232.44,22,123.61,ATM_INT,20150520,US,ATM_INT,3,20,20011221,186,F,Personal Plus,69,2500000,1400000,1,,,,2,123.61,4552.41,247.22
6980504385,0,204401.4,0,294.43,POS,20150506,US,MCI,3,6,19960523,963,M,Preferencial,41,25000000,8000000,3,18816.11,2352.01,4552.41,12,69.33,4552.41,2565.32
143163588,0,204432.94,19,340.09,POS,20150503,US,MCI,0,3,19951124,116,F,Preferencial,36,6000000,3000000,2,4552.41,4552.41,4552.41,4,61.7,4552.41,802.1
7843163588,0,204432.94,19,340.09,POS,20150503,US,MCI,0,3,19951124,116,F,Preferencial,36,6000000,3000000,2,4552.41,4552.41,4552.41,4,61.7,4552.41,802.1
8975094807,0,204468.06,18,123.09,POS,20150518,US,POS,1,18,20120402,379,M,Personal Plus,35,4600000,400000,2,9104.82,4552.41,4552.41,6,11.36,4552.41,567.86
7622051504,0,2044790.04,15,361.02,POS,20150520,US,POS,3,20,19860524,24,F,Personal Plus,56,2367000,300000,3,62435.39,5202.95,8455.65,4,80.6,4552.41,403.01
7279645916,0,204508.04,14,662.53,POS,20150513,US,MCI,3,13,19950317,158,M,Preferencial,41,7000000,2500000,2,9104.82,4552.41,4552.41,12,209.24,4552.41,5231.01
7879901941,1,20461.04,16,1217.57,POS,20150529,US,POS,5,29,20131202,31,M,Personal Plus,37,6760000,500000,1,,,,15,190.49,4552.41,4952.61
5916355013,0,204717.38,0,304.29,POS,20150519,US,MCI,2,19,19960619,874,M,Preferencial,54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
8032761583,0,204770.07,18,1,POS,20150505,US,POS,2,5,19960105,107,F,Personal Plus,42,4000000,1000000,1,,,,1,,4552.41,1
6943221514,0,205161.06,17,183.96,POS,20150516,US,POS,6,16,20050920,267,F,Personal Plus,29,4130760,2500000,2,13657.23,4552.41,4552.41,4,94.25,4552.41,471.25
31830502879,0,205336.39,18,562.06,POS,20150501,US,MCI,5,1,20041019,218,,PYME,24,58122664,47929519,1,,,,5,94.21,4552.41,1978.51
50830502879,0,205336.39,18,562.06,POS,20150501,US,MCI,5,1,20041019,218,,PYME,24,58122664,47929519,1,,,,5,94.21,4552.41,1978.51
2870829256,0,205345.02,20,671.25,POS,20150505,US,POS,2,5,20130705,486,M,Preferencial,38,57800000,10500000,2,27314.46,4552.41,4552.41,4,355.93,4552.41,2135.59
9318616986,0,20544.03,16,289.8,POS,20150515,US,MCI,5,15,20050421,634,M,Preferencial,34,5000000,3800000,1,,,,11,77.38,4552.41,3327.16
5879779154,0,20561.81,23,674.01,POS,20150506,US,MCI,3,6,19930125,4,M,Preferencial,40,9500000,2500000,1,,,,7,201.29,4552.41,5636.26
5039359227,0,206004.75,21,122.73,POS,20150503,US,MCI,0,3,20110427,19,F,Personal Plus,32,2909000,600000,1,,,,3,20.68,4552.41,206.81
5139359227,0,206004.75,21,122.73,POS,20150503,US,MCI,0,3,20110427,19,F,Personal Plus,32,2909000,600000,1,,,,3,20.68,4552.41,206.81
1570549134,0,206185.01,15,243.62,POS,20150503,US,POS,0,3,19911126,230,M,Preferencial,56,15000000,0,2,4886.27,2443.14,2443.14,2,243.62,4552.41,487.24
8270549134,0,206185.01,15,243.62,POS,20150503,US,POS,0,3,19911126,230,M,Preferencial,56,15000000,0,2,4886.27,2443.14,2443.14,2,243.62,4552.41,487.24
876878819,0,206233.18,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
6679237669,0,206378.18,15,243.62,POS,20150514,US,MCI,4,14,19890428,172,M,Preferencial,58,24130000,0,6,72287.55,5560.58,9032.69,4,81.09,4552.41,648.69
6810750893,0,206775.02,17,484.54,POS,20150520,US,POS,3,20,19970919,23,M,Personal Plus,53,6670000,0,2,18209.64,4552.41,4552.41,7,175.9,4552.41,2110.81
4643580980,0,20706.55,21,340.09,POS,20150520,US,MCI,3,20,19941025,738,F,Preferencial,41,25000000,22000000,2,18209.64,4552.41,4552.41,6,67.96,4552.41,1019.33
9716355013,0,207252.2,17,304.29,POS,20150519,US,MCI,2,19,19960619,874,M,Preferencial,54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
3422448412,0,2077612.02,4,698.52,POS,20150501,PA,POS,5,1,19961017,781,F,Personal Plus,46,3600000,2000000,1,,,,3,487.68,1043.91,2438.42
8222448412,0,2077612.02,4,698.52,POS,20150501,PA,POS,5,1,19961017,781,F,Personal Plus,46,3600000,2000000,1,,,,3,487.68,1043.91,2438.42
2191507491,0,20778.01,12,733.11,POS,20150511,US,POS,1,11,20100510,20,M,PYME,33,27127000,1350000,2,4552.41,4552.41,4552.41,11,214.86,4552.41,8164.69
2871745429,0,207885.06,14,243.62,POS,20150517,PA,POS,0,17,20060410,543,M,Preferencial,41,25000000,8000000,1,,,,4,56.17,1043.91,617.88
272149495,0,208143.03,14,698.52,POS,20150501,PA,POS,5,1,20010609,442,M,Personal Plus,47,4000000,2500000,1,,,,4,618.12,1043.91,6799.36
5172149495,0,208143.03,14,698.52,POS,20150501,PA,POS,5,1,20010609,442,M,Personal Plus,47,4000000,2500000,1,,,,4,618.12,1043.91,6799.36
7739783039,1,2082923.27,18,659.13,POS,20150506,US,MCI,3,6,20000516,661,F,Personal Plus,46,8077000,4000000,2,9104.82,4552.41,4552.41,4,316.64,4552.41,2533.15
4671586559,0,208721.09,12,1,POS,20150517,US,POS,0,17,20000929,614,M,Personal Plus,55,5498900,3350000,1,,,,1,,4552.41,1
4231289984,0,2093301.82,19,304.29,POS,20150513,US,MCI,3,13,19890407,967,F,Preferencial,0,10000000,5000000,6,28829.22,3203.25,4552.41,3,234.92,4552.41,1879.39
2871586559,0,209988.03,12,1,POS,20150517,US,POS,0,17,20000929,614,M,Personal Plus,55,5498900,3350000,1,,,,1,,4552.41,1
1838230332,0,210131.02,14,1,POS,20150514,US,POS,4,14,19930911,40,F,Preferencial,58,24000000,5000000,3,26260.83,6565.21,8578.01,1,,4552.41,1
1239689638,0,210241.08,20,733.11,POS,20150507,US,POS,4,7,19981006,963,F,Preferencial,50,2800000,0,4,18756.9,3126.15,4552.41,4,389.92,4552.41,1949.61
956878819,0,210510.18,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
1043542589,0,211056.07,11,659.13,POS,20150501,US,POS,5,1,19941221,498,F,Preferencial,46,19405161,4000000,1,,,,3,85.77,4552.41,1715.37
723227145,0,211421.48,16,1,POS,20150503,US,MCI,0,3,19981126,152,M,Preferencial,61,18480832,0,2,15714.99,7857.49,7857.49,1,,4552.41,1
863227145,0,211421.48,16,1,POS,20150503,US,MCI,0,3,19981126,152,M,Preferencial,61,18480832,0,2,15714.99,7857.49,7857.49,1,,4552.41,1
718678984,0,2120574.34,19,659.13,POS,20150521,US,MCI,4,21,19910330,961,M,Preferencial,57,44000000,727000,2,4552.41,4552.41,4552.41,3,253.16,4552.41,1518.96
6170101168,0,212576.6,19,286.84,POS,20150515,US,MCI,5,15,19920403,272,M,Emprendedor,59,8000000,8000000,3,36239.1,5177.01,8924.64,5,33.45,16916.24,1070.52
6779981102,0,212759.07,17,1,POS,20150529,US,POS,5,29,20030303,571,M,Personal Plus,36,2500000,1500000,1,,,,1,,4552.41,1
2577151971,0,2130706.76,16,1,POS,20150502,US,MCI,6,2,19950629,599,M,PYME,48,48885000,41636000,1,,,,1,,4552.41,1
477151971,0,2130706.76,16,1,POS,20150502,US,MCI,6,2,19950629,599,M,PYME,48,48885000,41636000,1,,,,1,,4552.41,1
7036302872,0,2136758.88,20,234.42,POS,20150513,US,MCI,3,13,20000609,534,F,PYME,34,56666000,37600750,1,,,,3,219.46,4552.41,1316.79
4891289947,0,213797.03,13,286.84,POS,20150506,US,POS,3,6,20080520,291,M,Emprendedor,42,12085000,3500000,1,,,,3,193.87,4552.41,581.61
398357205,0,214060.02,0,10.34,POS,20150519,US,MCI,2,19,20020118,267,M,Emprendedor,31,2300000,600000,3,35899.1,8974.77,13397.14,3,8.85,4552.41,221.16
196878819,0,214402.74,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
866878819,0,214402.74,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
1172220697,0,214871.06,18,698.52,POS,20150505,US,POS,2,5,20030224,916,M,Personal Plus,40,20000000,7700000,2,9104.82,4552.41,4552.41,2,698.52,4552.41,15367.51
1066859620,0,2152736.08,23,277.48,POS,20150506,US,MCI,3,6,19911210,60,F,Preferencial,41,16000000,4000000,3,45003.92,7500.65,13397.14,3,152.15,4552.41,608.6
3116355013,0,216112.02,16,304.29,POS,20150519,US,MCI,2,19,19960619,874,M,Preferencial,54,51500000,19000000,3,4898.45,2449.22,3854.54,4,203.58,4552.41,610.74
4810292433,0,216252.9,16,782.14,POS,20150515,US,MCI,5,15,20040628,868,M,Preferencial,34,15000000,5000000,1,,,,7,237.64,4690.58,4277.48
7671596767,0,216261.31,19,659.13,POS,20150510,US,MCI,0,10,19870805,850,M,Preferencial,54,62900000,40000000,2,27314.46,4552.41,4552.41,7,198.51,4552.41,3374.66
6891224532,0,216373.48,22,292.27,POS,20150506,US,MCI,3,6,19930201,929,M,Preferencial,52,66870000,15000000,2,13657.23,4552.41,4552.41,10,154.05,4552.41,4775.58
3779656004,0,216666.08,16,123.61,POS,20150505,US,POS,2,5,19960730,178,M,Preferencial,41,20000000,5000000,1,,,,3,56.74,4552.41,340.46
406878819,0,216997.77,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
46878819,0,216997.77,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
2779853997,0,2170474.09,9,1,POS,20150520,US,POS,3,20,20081216,46,M,Preferencial,38,12317000,6300000,2,4552.41,4552.41,4552.41,1,,4552.41,1
4939359227,0,217515.29,0,122.73,POS,20150503,US,MCI,0,3,20110427,19,F,Personal Plus,32,2909000,600000,1,,,,3,20.68,4552.41,206.81
8139359227,0,217515.29,0,122.73,POS,20150503,US,MCI,0,3,20110427,19,F,Personal Plus,32,2909000,600000,1,,,,3,20.68,4552.41,206.81
1743505364,0,217841.26,19,340.09,POS,20150511,US,MCI,1,11,20001025,850,F,Preferencial,49,17000000,10000000,1,,,,4,68.58,4552.41,1851.59
7539359227,0,218917.84,22,122.73,POS,20150503,US,MCI,0,3,20110427,19,F,Personal Plus,32,2909000,600000,1,,,,3,20.68,4552.41,206.81
7664557465,0,219354.66,16,567.34,POS,20150513,US,MCI,3,13,19951102,430,F,Personal Plus,46,5000000,0,4,53306.62,5922.96,13397.14,6,194.71,4552.41,1752.37
51032408184,0,220044.05,11,70.8,POS,20150520,US,POS,3,20,20110726,640,M,Personal Plus,27,2400000,1500000,1,,,,3,51.15,4552.41,204.59
2930394700,1,220146.03,12,131.63,POS,20150522,US,POS,5,22,20020222,543,F,Preferencial,37,7900000,4000000,1,,,,2,131.63,4552.41,526.53
7870084416,0,220544.28,0,243.62,POS,20150520,US,MCI,3,20,19900701,5,M,Preferencial,57,21850000,5000000,3,9964.44,2491.11,3308.02,3,118.93,4552.41,1070.37
2337555948,0,221205.08,10,294.43,POS,20150514,PR,POS,4,14,19960502,650,F,Personal Plus,37,1300000,0,1,,,,3,113.68,1693.74,682.11
2587067296,0,22184.07,9,659.13,POS,20150530,US,POS,6,30,20051125,812,M,Personal Plus,30,5000000,3000000,2,9104.82,4552.41,4552.41,4,428.17,4552.41,2140.83
5079789152,0,221978.09,9,659.13,POS,20150525,US,POS,1,25,19950708,101,M,Preferencial,38,11749656,4100000,2,27314.46,4552.41,4552.41,4,386.3,4552.41,3090.38
9339790053,0,2221916.09,14,733.11,POS,20150507,US,POS,4,7,20110520,219,F,Personal Plus,43,5000000,3100000,1,,,,3,488.36,4552.41,1953.46
2879142419,0,222252.07,11,792.04,POS,20150524,US,POS,0,24,19790912,245,M,Preferencial,60,20000000,20000000,3,34644.97,8661.24,15703.93,8,265.11,4552.41,9543.83
552775975,0,222424.2,22,733.11,POS,20150503,US,MCI,0,3,19820915,156,M,Preferencial,56,108000000,57800000,3,12959.36,4319.79,4552.41,3,569.94,4552.41,3419.67
632775975,0,222424.2,22,733.11,POS,20150503,US,MCI,0,3,19820915,156,M,Preferencial,56,108000000,57800000,3,12959.36,4319.79,4552.41,3,569.94,4552.41,3419.67
1941779730,0,224255.01,9,131.71,POS,20150512,US,POS,2,12,19880209,79,F,Preferencial,59,7000000,3800000,1,,,,2,131.71,4552.41,263.43
1573211366,0,224514.01,10,659.13,POS,20150518,US,POS,1,18,20070308,328,M,Personal Plus,30,1293752,500000,3,24819.81,6204.95,7857.49,5,453.84,4552.41,5899.88
324327563,1,2246421.04,19,592.76,POS,20150530,US,MCI,6,30,19950327,860,F,Preferencial,60,9500000,3000000,2,7709.08,3854.54,3854.54,3,220.68,4552.41,1324.06
5143580980,0,224793.03,0,340.09,POS,20150520,US,MCI,3,20,19941025,738,F,Preferencial,41,25000000,22000000,2,18209.64,4552.41,4552.41,6,67.96,4552.41,1019.33
3971737346,0,224842.38,19,604.69,POS,20150503,US,MCI,0,3,19970709,267,M,Preferencial,42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
9571737346,0,224842.38,19,604.69,POS,20150503,US,MCI,0,3,19970709,267,M,Preferencial,42,20000000,18000000,3,5265.86,1053.17,1162.89,5,122.32,4552.41,3058.06
6879718478,0,225116.69,23,733.11,POS,20150516,US,MCI,6,16,20090521,156,M,Personal Plus,40,24000000,10500000,1,,,,3,453.23,4552.41,1812.93
43371354,0,225175.07,13,671.25,POS,20150512,US,POS,2,12,20090831,248,M,Preferencial,51,33550000,1000000,2,5231.32,1743.77,1743.77,3,601.43,4552.41,16840.17
416878819,0,225311.49,0,671.25,POS,20150515,US,MCI,5,15,19950104,82,M,PYME,56,16768583,10655639,1,,,,9,186.09,4552.41,9490.47
3716760607,0,2253282.1,19,1,POS,20150506,US,MCI,3,6,19960327,967,M,Preferencial,46,22000000,2000000,4,15452.28,5150.76,8701.13,1,,4552.41,1
9451750111,1,225693.12,9,733.11,POS,20150509,CN,MCI,6,9,19910330,43,F,Personal Plus,50,5375000,3300000,2,7709.08,3854.54,3854.54,3,257.43,15667.16,772.29
4260359630,0,226299.7,1,399.63,POS,20150523,US,MCI,6,23,20031001,820,F,Emprendedor,41,12150000,2000000,1,,,,2,399.63,4552.41,799.26
8171749906,0,226328.08,13,659.13,POS,20150520,US,POS,3,20,20080516,171,M,Preferencial,40,14000000,5000000,2,18209.64,4552.41,4552.41,4,431.37,4552.41,3019.58
4671787702,0,226743.01,16,330.51,POS,20150514,US,POS,4,14,19961218,430,M,Personal Plus,38,8372700,4000000,1,,,,5,47.92,4552.41,1629.26
2143627889,1,2270920.05,22,701.37,POS,20150507,US,POS,4,7,19970114,267,F,Preferencial,38,18959000,4000000,2,18209.64,4552.41,4552.41,9,238.38,4552.41,10011.85
8635469594,0,227122.16,0,91.01,POS,20150501,US,MCI,5,1,19990728,963,F,Preferencial,53,8000000,7000000,1,,,,4,48.39,4552.41,290.35
